CustomerId,Product_Type,Enrollment_Date,Status
15571193,Mutual Fund,2022-08-05,Active
15571193,Fixed Deposit,2023-07-14,Active
15571193,Loan,2022-10-29,Active
15653521,Credit Card,2023-09-08,Active
15653521,Mutual Fund,2023-06-24,Active
15653521,Insurance,2023-05-10,Active
15802220,Insurance,2022-11-27,Active
15802220,Loan,2023-09-08,Active
15802220,Mutual Fund,2022-02-21,Active
15644132,Fixed Deposit,2023-04-07,Active
15644132,Insurance,2023-02-09,Active
15644132,Loan,2023-11-29,Active
15600832,Credit Card,2022-11-08,Active
15797919,Insurance,2023-01-27,Active
15603743,Mutual Fund,2023-06-29,Active
15603743,Fixed Deposit,2023-03-03,Active
15603743,Insurance,2023-02-07,Active
15579714,Insurance,2023-11-05,Active
15579714,Fixed Deposit,2023-03-04,Active
15634295,Loan,2023-11-21,Active
15634295,Fixed Deposit,2022-12-18,Active
15634295,Insurance,2022-12-26,Active
15786680,Loan,2022-05-30,Active
15623499,Credit Card,2022-10-02,Active
15623499,Loan,2023-12-09,Inactive
15691823,Mutual Fund,2022-06-19,Inactive
15691823,Loan,2022-06-30,Inactive
15691823,Fixed Deposit,2022-08-04,Active
15809279,Insurance,2022-03-22,Active
15758039,Credit Card,2023-07-01,Inactive
15807163,Credit Card,2023-07-31,Active
15807163,Mutual Fund,2023-09-08,Inactive
15807163,Insurance,2022-06-22,Active
15631639,Fixed Deposit,2022-10-09,Active
15713770,Mutual Fund,2022-04-09,Active
15698167,Insurance,2023-02-13,Active
15698167,Loan,2022-06-01,Active
15698167,Fixed Deposit,2022-07-15,Active
15781710,Fixed Deposit,2023-10-30,Inactive
15801296,Loan,2022-01-05,Active
15801296,Mutual Fund,2022-04-08,Active
15801296,Fixed Deposit,2023-05-30,Active
15704378,Loan,2022-06-09,Active
15704378,Mutual Fund,2022-07-06,Active
15704378,Fixed Deposit,2023-11-14,Active
15767891,Loan,2022-02-12,Active
15767891,Insurance,2023-02-19,Inactive
15640667,Loan,2023-12-05,Active
15640667,Fixed Deposit,2023-10-06,Active
15640667,Insurance,2023-01-13,Inactive
15702145,Fixed Deposit,2022-05-02,Active
15679738,Mutual Fund,2022-10-24,Active
15679738,Fixed Deposit,2022-10-10,Active
15636634,Loan,2022-03-10,Active
15809227,Credit Card,2023-12-29,Active
15601811,Loan,2023-06-21,Active
15625494,Loan,2023-04-01,Inactive
15723737,Fixed Deposit,2022-02-06,Inactive
15682955,Credit Card,2023-02-09,Inactive
15682955,Insurance,2023-06-05,Active
15758856,Credit Card,2023-03-10,Inactive
15746065,Fixed Deposit,2023-04-22,Inactive
15746065,Mutual Fund,2022-10-28,Active
15783865,Loan,2022-05-27,Inactive
15783865,Fixed Deposit,2022-12-05,Active
15783865,Mutual Fund,2022-12-27,Inactive
15745455,Mutual Fund,2023-10-02,Active
15583033,Loan,2022-10-18,Active
15583033,Fixed Deposit,2022-08-14,Active
15583033,Credit Card,2022-09-21,Active
15644212,Loan,2022-05-11,Active
15735688,Loan,2022-01-20,Active
15658577,Credit Card,2022-08-29,Active
15606887,Mutual Fund,2023-04-26,Active
15783026,Insurance,2022-08-17,Active
15579892,Insurance,2023-06-12,Active
15579892,Fixed Deposit,2023-09-18,Active
15802088,Insurance,2022-05-04,Active
15802088,Credit Card,2023-05-30,Active
15589323,Credit Card,2023-05-18,Inactive
15589323,Loan,2023-07-07,Active
15589323,Fixed Deposit,2022-11-11,Inactive
15636395,Loan,2022-10-05,Active
15636395,Insurance,2022-04-11,Active
15636395,Credit Card,2023-04-16,Active
15712772,Fixed Deposit,2022-02-04,Active
15712772,Insurance,2023-05-08,Inactive
15712772,Credit Card,2022-01-18,Active
15700937,Credit Card,2023-08-16,Active
15700937,Loan,2023-05-01,Active
15766659,Loan,2023-11-21,Inactive
15766659,Credit Card,2022-01-13,Active
15766659,Fixed Deposit,2022-03-14,Active
15814033,Loan,2023-10-12,Active
15814033,Credit Card,2022-05-21,Active
15783007,Insurance,2023-07-29,Active
15783007,Fixed Deposit,2022-10-23,Active
15783007,Mutual Fund,2023-05-23,Active
15654183,Insurance,2022-10-12,Active
15609899,Fixed Deposit,2022-07-13,Active
15609899,Loan,2022-07-08,Active
15747323,Loan,2023-10-19,Active
15747323,Mutual Fund,2023-08-06,Active
15747323,Insurance,2022-04-03,Active
15582591,Credit Card,2023-02-07,Active
15582591,Loan,2023-05-27,Active
15582591,Mutual Fund,2023-03-17,Active
15738835,Loan,2022-02-23,Active
15738835,Credit Card,2023-11-21,Active
15738835,Insurance,2022-08-01,Active
15782404,Credit Card,2022-08-27,Active
15697480,Fixed Deposit,2023-07-14,Inactive
15697480,Mutual Fund,2022-12-13,Active
15697045,Fixed Deposit,2023-12-19,Inactive
15697045,Loan,2023-10-25,Inactive
15697045,Credit Card,2022-02-27,Active
15781234,Fixed Deposit,2023-08-07,Active
15781234,Credit Card,2023-08-26,Active
15579891,Credit Card,2023-11-10,Active
15805690,Loan,2023-01-26,Active
15612139,Mutual Fund,2023-07-15,Active
15568834,Insurance,2023-09-15,Inactive
15709917,Insurance,2022-01-31,Active
15709917,Mutual Fund,2022-07-01,Inactive
15718843,Mutual Fund,2022-03-28,Active
15718843,Insurance,2022-06-27,Active
15799494,Insurance,2023-03-26,Active
15673439,Fixed Deposit,2022-01-14,Active
15673439,Credit Card,2022-07-19,Active
15673439,Insurance,2022-11-17,Active
15669011,Loan,2023-06-11,Inactive
15581388,Loan,2023-01-30,Inactive
15581388,Insurance,2023-10-30,Active
15743153,Loan,2022-04-23,Inactive
15743153,Insurance,2023-06-26,Active
15579787,Loan,2023-11-23,Active
15579787,Fixed Deposit,2023-07-19,Active
15759966,Fixed Deposit,2023-01-25,Active
15759966,Mutual Fund,2022-08-11,Active
15601045,Loan,2023-11-14,Active
15601045,Mutual Fund,2023-04-13,Inactive
15601045,Insurance,2022-05-28,Active
15764021,Credit Card,2023-05-13,Active
15764021,Insurance,2022-05-25,Active
15687218,Fixed Deposit,2022-02-08,Active
15626452,Insurance,2022-09-07,Active
15626452,Fixed Deposit,2022-12-20,Active
15700964,Insurance,2022-02-14,Active
15700964,Fixed Deposit,2023-11-28,Inactive
15768887,Credit Card,2022-08-07,Inactive
15768887,Fixed Deposit,2022-01-28,Active
15735358,Loan,2022-01-23,Inactive
15749472,Fixed Deposit,2022-11-25,Active
15749472,Insurance,2022-07-07,Active
15749472,Loan,2022-11-15,Active
15685872,Credit Card,2023-06-04,Active
15685872,Fixed Deposit,2022-01-29,Active
15685872,Mutual Fund,2022-11-08,Active
15760851,Fixed Deposit,2023-02-21,Active
15760851,Loan,2023-05-16,Active
15734588,Loan,2022-04-19,Active
15784594,Fixed Deposit,2023-06-01,Inactive
15784594,Mutual Fund,2023-10-06,Inactive
15606435,Credit Card,2023-07-31,Active
15606435,Mutual Fund,2022-01-27,Inactive
15606435,Insurance,2022-07-14,Inactive
15790247,Loan,2023-08-30,Active
15790247,Fixed Deposit,2022-01-26,Active
15676433,Credit Card,2023-09-05,Active
15676433,Loan,2022-03-06,Active
15676433,Insurance,2023-11-06,Active
15625905,Fixed Deposit,2022-06-19,Active
15625905,Credit Card,2023-10-28,Inactive
15625905,Loan,2023-10-22,Active
15626414,Credit Card,2023-08-14,Inactive
15626414,Fixed Deposit,2023-04-08,Inactive
15626414,Loan,2023-08-20,Inactive
15623220,Fixed Deposit,2022-04-10,Active
15623220,Mutual Fund,2022-10-28,Active
15623220,Loan,2023-07-03,Active
15752857,Credit Card,2023-05-08,Active
15677908,Mutual Fund,2022-04-15,Inactive
15677908,Fixed Deposit,2023-08-17,Inactive
15773013,Loan,2022-03-05,Active
15773013,Mutual Fund,2023-12-07,Active
15773013,Fixed Deposit,2022-04-01,Active
15623972,Loan,2022-05-13,Active
15623972,Credit Card,2022-06-04,Active
15738627,Mutual Fund,2023-09-19,Active
15738627,Insurance,2023-09-04,Inactive
15738627,Loan,2023-04-08,Active
15643392,Mutual Fund,2023-12-15,Active
15684868,Insurance,2022-09-02,Inactive
15684868,Loan,2023-02-27,Inactive
15627854,Insurance,2022-08-23,Active
15669253,Credit Card,2023-07-05,Active
15669253,Mutual Fund,2023-06-06,Active
15669253,Loan,2023-07-08,Active
15758023,Loan,2023-12-20,Active
15574558,Fixed Deposit,2023-10-23,Inactive
15635256,Insurance,2022-04-28,Active
15680399,Credit Card,2023-02-07,Active
15680399,Mutual Fund,2023-07-30,Inactive
15680399,Insurance,2023-02-24,Active
15674720,Credit Card,2022-12-20,Active
15674720,Fixed Deposit,2023-09-25,Inactive
15580249,Mutual Fund,2022-06-17,Active
15675431,Insurance,2022-03-11,Active
15698285,Loan,2022-05-31,Active
15698285,Credit Card,2022-03-22,Active
15698285,Insurance,2022-02-21,Inactive
15810775,Credit Card,2023-12-29,Active
15810775,Insurance,2023-06-15,Active
15678173,Mutual Fund,2023-10-20,Active
15665222,Credit Card,2022-12-15,Active
15665222,Loan,2022-10-18,Active
15665222,Insurance,2022-01-06,Active
15803908,Mutual Fund,2022-10-11,Active
15586039,Loan,2023-12-20,Active
15586039,Mutual Fund,2023-11-06,Active
15802570,Loan,2022-02-08,Active
15802570,Insurance,2022-10-10,Active
15781451,Insurance,2023-12-16,Active
15781451,Mutual Fund,2023-07-05,Active
15721019,Insurance,2022-12-31,Inactive
15738588,Loan,2022-06-07,Active
15738588,Fixed Deposit,2022-05-24,Active
15730657,Loan,2022-02-01,Active
15730657,Fixed Deposit,2022-01-16,Active
15739292,Insurance,2023-09-09,Active
15739292,Loan,2023-10-19,Active
15725945,Mutual Fund,2022-08-10,Inactive
15725945,Credit Card,2022-01-18,Active
15813159,Loan,2023-06-12,Active
15813159,Insurance,2023-09-18,Active
15813159,Mutual Fund,2022-11-29,Active
15636820,Loan,2023-10-25,Active
15636820,Insurance,2022-09-01,Active
15636820,Fixed Deposit,2023-04-27,Active
15603880,Insurance,2023-04-29,Active
15619494,Credit Card,2023-09-23,Active
15619494,Insurance,2023-09-19,Active
15619494,Loan,2022-05-04,Active
15596992,Fixed Deposit,2022-08-14,Active
15735025,Mutual Fund,2022-12-29,Active
15735025,Insurance,2022-02-27,Active
15730759,Credit Card,2022-08-04,Active
15752912,Fixed Deposit,2023-12-06,Active
15752912,Loan,2022-03-11,Active
15752912,Insurance,2022-12-18,Active
15711316,Loan,2023-03-13,Active
15711316,Mutual Fund,2023-03-10,Active
15738785,Credit Card,2023-01-03,Active
15738785,Loan,2023-06-06,Active
15777896,Fixed Deposit,2022-05-02,Active
15777896,Loan,2022-07-26,Inactive
15628963,Fixed Deposit,2022-10-10,Active
15742126,Fixed Deposit,2023-09-27,Inactive
15742126,Loan,2022-06-12,Inactive
15575623,Loan,2022-07-16,Active
15575623,Insurance,2022-11-14,Active
15741652,Credit Card,2022-05-06,Active
15741652,Mutual Fund,2023-07-29,Active
15738884,Loan,2022-10-10,Active
15738884,Mutual Fund,2022-02-20,Active
15615050,Fixed Deposit,2022-03-11,Active
15615050,Mutual Fund,2023-02-09,Active
15803005,Fixed Deposit,2022-09-06,Active
15803005,Mutual Fund,2023-01-27,Active
15803005,Loan,2022-11-03,Active
15743498,Fixed Deposit,2023-12-31,Active
15743498,Credit Card,2022-12-09,Active
15720463,Credit Card,2023-04-08,Active
15720463,Loan,2023-10-08,Inactive
15720463,Mutual Fund,2023-04-03,Active
15588695,Loan,2022-10-02,Active
15588695,Fixed Deposit,2022-11-18,Active
15665802,Mutual Fund,2023-10-12,Inactive
15665802,Loan,2023-08-14,Active
15571144,Fixed Deposit,2022-03-18,Active
15750731,Credit Card,2022-02-07,Active
15750731,Loan,2022-09-04,Active
15750731,Insurance,2022-04-11,Active
15605134,Fixed Deposit,2022-11-20,Active
15626044,Fixed Deposit,2023-05-22,Active
15737910,Loan,2022-01-19,Active
15761076,Insurance,2022-12-15,Active
15761076,Credit Card,2023-02-27,Active
15761076,Loan,2022-07-23,Active
15710105,Loan,2022-09-05,Active
15710105,Insurance,2023-09-29,Active
15577402,Insurance,2022-05-02,Active
15803337,Loan,2023-12-14,Active
15803337,Insurance,2022-12-29,Active
15654372,Fixed Deposit,2023-04-23,Active
15585867,Credit Card,2022-11-22,Inactive
15585867,Insurance,2023-08-01,Inactive
15662488,Loan,2023-05-12,Active
15662488,Fixed Deposit,2023-02-14,Active
15604813,Credit Card,2023-01-13,Active
15604813,Insurance,2022-11-30,Active
15604813,Mutual Fund,2022-04-30,Active
15611644,Mutual Fund,2022-01-14,Active
15674928,Credit Card,2023-06-29,Active
15674928,Loan,2022-04-07,Active
15656100,Credit Card,2023-05-17,Active
15656100,Insurance,2023-03-06,Inactive
15656100,Mutual Fund,2023-12-18,Active
15764293,Loan,2023-05-04,Active
15636423,Credit Card,2023-10-14,Active
15636423,Insurance,2023-11-26,Active
15607629,Fixed Deposit,2022-07-08,Active
15607629,Mutual Fund,2022-10-22,Active
15577313,Mutual Fund,2022-05-18,Active
15714493,Credit Card,2022-09-02,Active
15643359,Mutual Fund,2022-11-06,Active
15643359,Loan,2022-07-10,Active
15643359,Credit Card,2022-09-29,Active
15687913,Loan,2023-02-09,Active
15687913,Credit Card,2023-08-23,Active
15790935,Fixed Deposit,2023-02-07,Inactive
15708693,Fixed Deposit,2022-07-12,Active
15672016,Fixed Deposit,2022-02-05,Active
15672016,Loan,2022-12-21,Active
15727605,Fixed Deposit,2023-12-02,Active
15727605,Credit Card,2023-09-14,Active
15727605,Insurance,2023-01-06,Inactive
15651144,Insurance,2022-03-08,Active
15651144,Mutual Fund,2023-07-16,Active
15651144,Loan,2022-04-01,Active
15749401,Mutual Fund,2023-01-07,Inactive
15749401,Loan,2023-05-02,Active
15691874,Mutual Fund,2022-12-23,Active
15691874,Fixed Deposit,2022-06-20,Inactive
15620735,Insurance,2022-04-30,Active
15620735,Credit Card,2022-12-13,Active
15620735,Fixed Deposit,2022-07-26,Active
15769781,Fixed Deposit,2023-03-20,Active
15624611,Insurance,2023-02-03,Active
15624611,Credit Card,2022-06-15,Active
15773071,Insurance,2023-09-18,Active
15720371,Fixed Deposit,2022-12-12,Active
15720371,Insurance,2022-07-24,Active
15720371,Mutual Fund,2022-10-20,Inactive
15717984,Mutual Fund,2023-12-18,Active
15717984,Fixed Deposit,2022-09-30,Active
15806407,Loan,2023-03-27,Active
15785042,Credit Card,2022-10-07,Active
15809302,Insurance,2022-01-26,Active
15809302,Loan,2023-09-11,Active
15809302,Mutual Fund,2022-04-07,Active
15677550,Loan,2022-08-30,Inactive
15677550,Fixed Deposit,2023-05-09,Active
15654096,Fixed Deposit,2022-07-19,Active
15654096,Insurance,2023-03-19,Inactive
15654096,Loan,2023-06-03,Active
15617320,Loan,2022-11-14,Inactive
15617320,Insurance,2022-05-27,Active
15617320,Mutual Fund,2023-01-24,Inactive
15653065,Mutual Fund,2022-04-14,Active
15653065,Credit Card,2023-11-06,Active
15653065,Loan,2023-05-27,Active
15649112,Credit Card,2023-05-19,Active
15649112,Mutual Fund,2023-10-08,Active
15649112,Loan,2023-06-22,Active
15690526,Mutual Fund,2022-12-25,Active
15690526,Credit Card,2022-01-15,Inactive
15806945,Loan,2023-12-30,Active
15670066,Fixed Deposit,2022-03-13,Inactive
15670066,Loan,2023-07-10,Active
15670066,Mutual Fund,2022-12-14,Active
15625761,Mutual Fund,2022-08-09,Active
15625761,Fixed Deposit,2023-03-30,Inactive
15625761,Insurance,2022-05-19,Active
15761525,Mutual Fund,2023-01-01,Active
15761525,Insurance,2023-05-17,Active
15761525,Credit Card,2023-10-03,Active
15735080,Fixed Deposit,2022-08-22,Inactive
15619537,Fixed Deposit,2022-03-28,Inactive
15619537,Loan,2023-07-18,Active
15598162,Credit Card,2022-03-29,Active
15598162,Loan,2023-05-03,Active
15694300,Credit Card,2023-05-06,Active
15694300,Insurance,2022-08-27,Active
15637235,Insurance,2022-01-16,Active
15637235,Mutual Fund,2022-08-30,Inactive
15612444,Fixed Deposit,2022-09-29,Active
15612444,Insurance,2023-06-10,Active
15626457,Fixed Deposit,2023-04-08,Active
15626457,Insurance,2022-06-10,Active
15627995,Insurance,2023-01-22,Active
15627995,Loan,2023-09-16,Active
15706128,Mutual Fund,2023-04-21,Active
15666430,Fixed Deposit,2023-12-17,Active
15627385,Mutual Fund,2022-11-08,Active
15627385,Loan,2023-01-19,Active
15581323,Credit Card,2023-10-14,Active
15581323,Mutual Fund,2022-07-21,Active
15608109,Fixed Deposit,2022-08-20,Active
15608109,Credit Card,2023-11-25,Active
15608109,Loan,2023-11-16,Active
15801942,Loan,2022-08-08,Inactive
15801942,Fixed Deposit,2023-11-12,Active
15801942,Mutual Fund,2022-03-25,Active
15567431,Mutual Fund,2022-11-13,Active
15567431,Insurance,2023-06-04,Active
15567431,Credit Card,2023-08-31,Active
15810167,Mutual Fund,2022-07-30,Active
15810167,Insurance,2022-07-07,Inactive
15810167,Loan,2022-05-31,Inactive
15644501,Mutual Fund,2023-01-09,Active
15785290,Insurance,2022-11-07,Active
15785290,Credit Card,2023-04-06,Active
15785290,Loan,2023-02-23,Inactive
15611157,Loan,2023-03-30,Active
15611157,Mutual Fund,2023-03-30,Inactive
15673837,Insurance,2022-08-08,Active
15673837,Loan,2022-03-23,Active
15656822,Loan,2022-03-04,Active
15656822,Fixed Deposit,2023-03-11,Active
15656822,Credit Card,2023-01-10,Active
15580560,Mutual Fund,2022-11-19,Active
15760641,Fixed Deposit,2023-08-29,Active
15760641,Mutual Fund,2023-01-01,Active
15760641,Credit Card,2023-11-10,Active
15587584,Fixed Deposit,2023-01-04,Active
15587584,Credit Card,2022-08-14,Active
15604146,Mutual Fund,2023-08-31,Active
15604146,Fixed Deposit,2023-04-04,Active
15813974,Loan,2023-01-21,Active
15813974,Mutual Fund,2023-05-19,Active
15813974,Fixed Deposit,2022-08-29,Inactive
15746986,Loan,2023-02-05,Active
15746986,Fixed Deposit,2022-12-25,Active
15746986,Insurance,2023-04-10,Inactive
15759741,Credit Card,2022-05-17,Inactive
15759741,Fixed Deposit,2023-02-01,Inactive
15759741,Mutual Fund,2022-05-02,Active
15734892,Credit Card,2022-11-03,Active
15797194,Fixed Deposit,2022-12-16,Inactive
15723786,Loan,2023-05-29,Active
15723786,Fixed Deposit,2023-03-26,Active
15723786,Mutual Fund,2023-04-09,Active
15642726,Fixed Deposit,2023-07-22,Active
15642726,Credit Card,2023-10-07,Active
15664339,Loan,2022-01-16,Inactive
15664339,Mutual Fund,2023-11-21,Active
15664339,Insurance,2022-05-01,Inactive
15754526,Credit Card,2022-12-01,Active
15754526,Fixed Deposit,2022-11-28,Active
15754526,Mutual Fund,2022-06-20,Active
15703037,Fixed Deposit,2022-05-01,Inactive
15751412,Insurance,2023-07-06,Active
15609558,Fixed Deposit,2023-10-03,Inactive
15609558,Loan,2022-12-06,Active
15572408,Insurance,2022-10-24,Active
15572408,Fixed Deposit,2022-04-27,Inactive
15572408,Mutual Fund,2022-09-15,Active
15613923,Insurance,2023-01-27,Inactive
15613923,Fixed Deposit,2022-05-06,Active
15747000,Mutual Fund,2023-05-14,Inactive
15731781,Mutual Fund,2023-04-12,Active
15731781,Loan,2023-07-12,Inactive
15731781,Credit Card,2023-02-18,Active
15727198,Mutual Fund,2022-04-17,Active
15794273,Fixed Deposit,2022-11-30,Active
15794273,Mutual Fund,2023-03-20,Active
15804950,Fixed Deposit,2022-05-22,Active
15804950,Credit Card,2023-09-18,Active
15576304,Credit Card,2022-01-09,Active
15576304,Insurance,2023-05-03,Active
15576304,Fixed Deposit,2023-04-12,Active
15645200,Mutual Fund,2022-12-12,Active
15645200,Credit Card,2022-12-17,Inactive
15779627,Loan,2023-06-01,Active
15779627,Insurance,2022-08-27,Active
15779627,Credit Card,2023-09-27,Active
15750755,Insurance,2022-08-07,Active
15750755,Loan,2022-04-07,Active
15750755,Mutual Fund,2023-09-21,Inactive
15569654,Credit Card,2022-09-19,Active
15569654,Loan,2023-02-09,Active
15753079,Credit Card,2022-08-09,Inactive
15753079,Loan,2023-11-03,Active
15753079,Mutual Fund,2022-06-28,Active
15684995,Fixed Deposit,2023-01-11,Active
15790763,Fixed Deposit,2022-12-28,Active
15790763,Loan,2023-02-27,Active
15790763,Mutual Fund,2022-05-14,Active
15766458,Mutual Fund,2022-09-08,Active
15766458,Fixed Deposit,2023-10-24,Active
15766458,Insurance,2022-03-14,Inactive
15616221,Fixed Deposit,2022-06-19,Active
15616221,Mutual Fund,2022-06-01,Inactive
15616221,Credit Card,2022-07-08,Active
15776124,Fixed Deposit,2022-01-08,Active
15665811,Mutual Fund,2023-10-21,Active
15665811,Fixed Deposit,2022-06-14,Active
15665811,Credit Card,2022-05-17,Active
15729804,Insurance,2022-07-18,Active
15714062,Mutual Fund,2022-12-22,Active
15714062,Fixed Deposit,2022-02-24,Active
15592197,Credit Card,2022-04-14,Active
15592197,Mutual Fund,2023-01-24,Active
15793116,Insurance,2022-01-31,Active
15638231,Credit Card,2023-04-21,Active
15638231,Mutual Fund,2022-02-06,Inactive
15697678,Fixed Deposit,2023-10-20,Inactive
15800412,Mutual Fund,2022-09-13,Active
15597610,Loan,2023-10-26,Active
15726634,Loan,2022-09-02,Active
15726634,Mutual Fund,2022-12-22,Active
15726634,Insurance,2023-04-13,Inactive
15670866,Mutual Fund,2023-02-17,Active
15670866,Fixed Deposit,2022-06-21,Active
15667462,Mutual Fund,2022-03-31,Active
15667462,Loan,2022-01-29,Active
15662574,Insurance,2023-12-23,Active
15662574,Loan,2023-04-08,Active
15716926,Insurance,2023-08-17,Active
15603554,Mutual Fund,2022-03-29,Active
15716800,Loan,2022-08-07,Active
15716800,Insurance,2022-05-21,Active
15679429,Fixed Deposit,2023-07-22,Active
15679429,Credit Card,2023-11-30,Active
15616122,Fixed Deposit,2023-07-21,Inactive
15616122,Insurance,2023-02-02,Active
15742172,Credit Card,2022-01-21,Active
15742172,Mutual Fund,2022-07-18,Active
15742172,Insurance,2022-06-28,Active
15792305,Fixed Deposit,2023-09-13,Active
15792305,Loan,2022-12-12,Active
15792305,Insurance,2023-06-12,Active
15636016,Insurance,2022-10-26,Active
15636016,Loan,2022-06-11,Active
15733138,Insurance,2022-08-01,Active
15733138,Loan,2023-06-18,Active
15733138,Mutual Fund,2023-03-11,Active
15669741,Loan,2023-02-04,Active
15669741,Mutual Fund,2022-02-26,Active
15669741,Insurance,2023-08-11,Active
15616954,Insurance,2022-11-21,Inactive
15616954,Credit Card,2023-05-08,Active
15729238,Fixed Deposit,2022-06-12,Active
15718242,Credit Card,2023-09-03,Inactive
15682914,Credit Card,2023-11-17,Active
15682914,Fixed Deposit,2023-10-28,Active
15682914,Mutual Fund,2023-04-20,Active
15654274,Loan,2022-10-29,Inactive
15691457,Mutual Fund,2022-05-01,Inactive
15719649,Credit Card,2023-04-09,Inactive
15719649,Mutual Fund,2023-01-09,Active
15778897,Loan,2022-04-17,Active
15778897,Insurance,2023-06-05,Active
15778897,Credit Card,2023-01-07,Active
15589437,Loan,2022-11-01,Active
15682369,Insurance,2022-10-12,Active
15682369,Credit Card,2023-08-05,Inactive
15626507,Mutual Fund,2023-07-18,Active
15571995,Mutual Fund,2023-03-27,Active
15571995,Fixed Deposit,2022-01-20,Active
15673333,Mutual Fund,2023-03-11,Inactive
15673333,Loan,2023-08-04,Inactive
15748752,Fixed Deposit,2022-08-11,Active
15725302,Loan,2023-09-30,Inactive
15725302,Mutual Fund,2022-08-25,Active
15722083,Credit Card,2023-05-05,Active
15722083,Loan,2023-10-29,Inactive
15771442,Insurance,2022-01-23,Active
15803633,Credit Card,2022-12-07,Inactive
15803633,Fixed Deposit,2023-12-16,Active
15803633,Mutual Fund,2023-06-15,Inactive
15672185,Mutual Fund,2023-12-05,Active
15672185,Fixed Deposit,2023-09-28,Active
15806486,Credit Card,2023-09-19,Active
15806486,Fixed Deposit,2023-07-08,Active
15806486,Loan,2022-07-09,Active
15570895,Loan,2022-11-28,Active
15570895,Fixed Deposit,2023-01-16,Inactive
15570895,Insurance,2022-08-18,Inactive
15614520,Loan,2022-09-17,Active
15687492,Insurance,2022-02-25,Inactive
15687492,Mutual Fund,2023-02-02,Active
15687492,Loan,2022-07-12,Active
15675337,Insurance,2022-03-13,Active
15721047,Loan,2023-01-17,Inactive
15589017,Insurance,2023-02-07,Active
15611186,Loan,2023-04-25,Active
15611186,Fixed Deposit,2022-07-24,Active
15617301,Mutual Fund,2023-05-10,Active
15617301,Credit Card,2022-11-02,Active
15617301,Fixed Deposit,2023-07-08,Active
15726046,Credit Card,2022-05-06,Inactive
15726046,Fixed Deposit,2023-03-25,Active
15585748,Credit Card,2023-11-07,Active
15585748,Mutual Fund,2023-01-29,Active
15585748,Fixed Deposit,2023-03-22,Active
15672826,Insurance,2022-05-19,Active
15672826,Credit Card,2023-04-17,Inactive
15672826,Loan,2023-06-06,Active
15595162,Loan,2022-01-05,Active
15595162,Mutual Fund,2023-05-03,Active
15595162,Credit Card,2022-06-16,Active
15650026,Credit Card,2022-02-27,Active
15745826,Credit Card,2022-10-19,Active
15708610,Mutual Fund,2022-05-22,Inactive
15708610,Credit Card,2023-12-31,Active
15708610,Loan,2022-02-13,Active
15624471,Insurance,2023-09-28,Active
15624471,Fixed Deposit,2023-12-17,Active
15590097,Insurance,2023-05-26,Active
15590097,Mutual Fund,2022-04-15,Active
15590097,Loan,2022-10-28,Active
15689328,Fixed Deposit,2023-06-04,Active
15582154,Credit Card,2023-09-25,Inactive
15734626,Credit Card,2022-02-15,Active
15702806,Credit Card,2022-05-07,Inactive
15702806,Insurance,2022-01-28,Active
15702806,Fixed Deposit,2022-06-04,Active
15620756,Loan,2023-08-25,Active
15611331,Loan,2023-04-22,Inactive
15611331,Mutual Fund,2022-10-16,Active
15611331,Fixed Deposit,2022-08-03,Inactive
15576935,Insurance,2022-06-12,Active
15661275,Fixed Deposit,2023-10-22,Active
15661275,Credit Card,2022-02-03,Active
15661275,Mutual Fund,2022-03-09,Inactive
15814940,Loan,2022-08-26,Active
15814940,Credit Card,2022-05-10,Active
15814940,Fixed Deposit,2022-09-03,Active
15768471,Credit Card,2023-09-26,Active
15768471,Fixed Deposit,2022-01-17,Active
15697391,Insurance,2023-09-20,Active
15697391,Loan,2022-12-12,Active
15697391,Mutual Fund,2022-07-14,Active
15793346,Loan,2022-09-20,Active
15793346,Insurance,2023-06-26,Active
15608338,Loan,2022-02-28,Active
15578546,Credit Card,2022-02-14,Active
15578546,Insurance,2022-12-20,Active
15578546,Loan,2022-01-23,Active
15656921,Fixed Deposit,2022-06-27,Active
15761340,Mutual Fund,2022-05-14,Inactive
15591135,Fixed Deposit,2023-04-09,Active
15591135,Credit Card,2022-04-16,Inactive
15623219,Insurance,2022-02-18,Active
15623219,Loan,2022-10-14,Active
15655229,Credit Card,2022-01-29,Active
15805884,Insurance,2023-04-29,Active
15805884,Loan,2023-07-10,Active
15668289,Loan,2022-11-20,Active
15668289,Credit Card,2023-08-24,Active
15568562,Mutual Fund,2022-10-29,Inactive
15568562,Fixed Deposit,2023-08-24,Active
15568562,Loan,2022-10-19,Active
15773276,Loan,2023-12-17,Inactive
15773276,Mutual Fund,2022-11-29,Active
15773276,Credit Card,2023-06-27,Inactive
15622801,Fixed Deposit,2022-01-01,Active
15622801,Mutual Fund,2023-02-19,Active
15622801,Credit Card,2023-01-09,Active
15779886,Loan,2022-03-29,Active
15779886,Insurance,2023-06-29,Active
15779886,Mutual Fund,2022-06-03,Active
15713673,Loan,2022-10-20,Inactive
15713673,Insurance,2023-07-08,Active
15713673,Credit Card,2023-12-28,Active
15783083,Mutual Fund,2023-06-23,Active
15742824,Fixed Deposit,2023-05-01,Inactive
15621550,Fixed Deposit,2022-09-02,Active
15621550,Insurance,2023-11-28,Active
15621550,Loan,2023-05-08,Active
15799480,Mutual Fund,2022-08-29,Active
